tweet_created_at,id_str,tweet_text,classification,hashtags,source,user_id_str,user_name,user_screen_name,location,profile_location,user_profile_description,url,protected,followers_count,friends_count,listed_count,profile_created_at,favorites_count,utc_offset,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translation_enabled,tweet_geo,tweet_coordinates,tweet_place,tweet_contributors,tweet_is_quote_status,tweet_retweet_count,tweet_favorite_count,tweet_link,context_information
2021-06-25 19:20:00,1408505272138534912,"#Vaccines have proven to work against #COVID-19.   To help keep everyone safe, we created NowAware: A simple, accessible &amp; highly accurate detection process that, in conjunction with the deployment of the vaccine, will help bring the spread of COVID-19 to an end https://t.co/fdk7Qy4Stj",MISC,Vaccines,TweetDeck,1245014507967086592,NowAwarekit,nowawarekit,"Lowell, MA",NONE,"The Reliable, Rapid Result Coronavirus Test Kit",https://t.co/BT12qp8L2x,False,14,4,0,2020-03-31 15:46:23,3,None,False,False,2479,None,NONE,False,False,None,None,None,None,False,0,0,twitter.com/anyuser/status/1408505272138534912,"['#Vaccines have proven to work against #COVID-19.   To help keep everyone safe, we created NowAware: A simple, accessible &amp; highly accurate detection process that, in conjunction with the deployment of the vaccine, will help bring the spread of COVID-19 to an end https://t.co/fdk7Qy4Stj conjunction,highly,accurate,work,simple,detection,bring,help,process,end,created,covid,spread,deployment,safe,accessible,vaccine,proven,keep,vaccines,everyone']"
2021-06-25 18:34:15,1408493759067615232,#COVID19TN Covid positive cases today in TN 5755 Individuals Tested 168406 TPR in TN is 3.42%. TPR dipped. TPR yesterday 3.68%. Fatality dipped. Follow appropriate covid protocols. Stay home Stay safe. Avoid third wave #CovidVaccine #COVID #Corona #DeltaPlusVariant https://t.co/cPfZ7oiwqK,TRUE,COVID19TN,Twitter for Android,1299250539033575424,AIIEAchennai1,iceuchennaidiv1,,NONE,unity is our strength,None,False,194,193,0,2020-08-28 7:44:15,206,None,False,False,392,None,NONE,False,False,None,None,None,None,False,1,0,twitter.com/anyuser/status/1408493759067615232,"['#COVID19TN Covid positive cases today in TN 5755 Individuals Tested 168406 TPR in TN is 3.42%. TPR dipped. TPR yesterday 3.68%. Fatality dipped. Follow appropriate covid protocols. Stay home Stay safe. Avoid third wave #CovidVaccine #COVID #Corona #DeltaPlusVariant https://t.co/cPfZ7oiwqK third,avoid,fatality,corona,individuals,appropriate,yesterday,covid,dipped,safe,follow,today,stay,protocols,positive,wave,home,cases,tested']"
2021-06-25 16:54:12,1408468582275588101,45k+ New #Covid cases Reported today in India.  (60k recovered)  Stay Safe.. Be Vaccinated 👍  #CovidIndia #COVID19India,TRUE,Covid,Twitter for Android,3316848282,TollywoodBoxoffice.IN,TBO_Updates,Hyderabad,NONE,"Official Twitter Handle of https://t.co/2DkwTB9VIi, Portal for Tollywood News, Boxoffice Updates.  Contact us at info@tollywoodboxoffice.in",https://t.co/ZHgk2srDSu,False,16625,273,25,2015-08-16 14:07:59,1255,None,True,False,8602,None,NONE,False,False,None,None,None,None,False,3,25,twitter.com/anyuser/status/1408468582275588101,"['45k+ New #Covid cases Reported today in India.  (60k recovered)  Stay Safe.. Be Vaccinated 👍  #CovidIndia #COVID19India india,covid,reported,vaccinated,recovered,safe,today,new,stay,cases']"
2021-06-25 16:21:16,1408460292535689219,Breaking now: the ministry states that pregnant women can get the vaccine and the jab is safe for them and their child.  #Covid #Covid19 #Immunise #Vaccine #VaccineForAll #VaccineNews #VaccineUpdates #India #VacineUpdatesIndia #women #womenhealth #mothers #pregnant https://t.co/m3x4drg7fP,TRUE,Covid,Twitter for Android,1402216727442718720,immunise.in,immunise_india,,NONE,"Verifiable & scientific information by public health experts & doctors in 12 languages on Covid19 vaccine for India. Solving vaccine access, equity & hesitancy.",https://t.co/JJI31oB3d2,False,18,8,0,2021-06-08 10:51:48,9,None,False,False,68,None,NONE,False,False,None,None,None,None,False,0,2,twitter.com/anyuser/status/1408460292535689219,"['Breaking now: the ministry states that pregnant women can get the vaccine and the jab is safe for them and their child.  #Covid #Covid19 #Immunise #Vaccine #VaccineForAll #VaccineNews #VaccineUpdates #India #VacineUpdatesIndia #women #womenhealth #mothers #pregnant https://t.co/m3x4drg7fP immunise,jab,india,ministry,covid,mothers,women,pregnant,safe,vaccine,child,states,get,breaking']"
2021-06-25 15:53:17,1408453251855433732,"Premier Alan #Winde has called on residents to be safe over the weekend, as the chances of getting infected with #Covid-19 are greater now than in previous weeks. The Western Cape recorded nearly 1 700 new Covid-19 cases over the last 24 hours. #Smile904FMNews",TRUE,Winde,Fabrik.fm,872016284,Smile90.4 FM,Smile904FM,"Cape Town, South Africa",NONE,"Smile 90.4FM is a bilingual radio station offering entertainment, information + inspiration to the Cape Metropole. Studio: 0861 99 00 44 Whatsapp: 082 9 904 904",https://t.co/gs1g4xOBWB,False,11850,1378,54,2012-10-10 15:38:49,3391,None,True,False,21639,None,NONE,False,False,None,None,None,None,False,0,0,twitter.com/anyuser/status/1408453251855433732,"['Premier Alan #Winde has called on residents to be safe over the weekend, as the chances of getting infected with #Covid-19 are greater now than in previous weeks. The Western Cape recorded nearly 1 700 new Covid-19 cases over the last 24 hours. #Smile904FMNews called,residents,infected,nearly,last,western,hours,alan,getting,premier,cape,winde,weeks,greater,covid,chances,weekend,previous,safe,new,recorded,cases']"
2021-06-25 14:33:01,1408433049373655048,"This is enlightening. About time the truth came out. Just 6% of deaths were attributed to #covid Yet @BBCNews @SkyNews etc harps on every day about thousands testing positive, and deaths within 28 days of pcr test, no matter the ACTUAL cause, nothing said on jab side effects! https://t.co/s0mWhOK1pc",FALSE,covid,Twitter for Android,450870940,Fiona Anderson,FionaLegal,"Wokingham, England",NONE,Elected public Governor of an NHS Hospital FT in South England. Writer/Researcher/ Nature Photographer. ❤ cats. LL.B (Hons) grad. Stands up for what's right...,https://t.co/CaSUWIHiGk,False,327,1652,8,2011-12-30 19:19:49,6069,None,True,False,15131,None,NONE,False,False,None,None,None,None,True,0,1,twitter.com/anyuser/status/1408433049373655048,"['This is enlightening. About time the truth came out. Just 6% of deaths were attributed to #covid Yet @BBCNews @SkyNews etc harps on every day about thousands testing positive, and deaths within 28 days of pcr test, no matter the ACTUAL cause, nothing said on jab side effects! https://t.co/s0mWhOK1pc test,effects,day,etc,side,attributed,within,jab,pcr,deaths,yet,matter,nothing,actual,covid,cause,truth,days,every,positive,said,time,came,testing,thousands']"
2021-06-25 10:55:56,1408378422120886272,CDC links Pfizer Covid vaccine to heart inflammation - latest update and symptoms to spot  https://t.co/nGvloF4VzT  #COVID #CovidVaccine #Pfizer #Covid19UK #Covid19 #Covid_19 #UK #eu,TRUE,COVID,Twitter for iPhone,2418922083,Villain 💫🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🇦🇺🇨🇦🇳🇿🇺🇸,Villain1982,Villain Park 🏴󠁧󠁢󠁥󠁮󠁧󠁿,NONE,Aston Villa F.C - U.K. Exit From EU - 2021 🥂,None,False,268,240,7,2014-03-18 1:39:59,43614,None,False,False,28436,None,NONE,False,False,None,None,None,None,False,1,1,twitter.com/anyuser/status/1408378422120886272,"['CDC links Pfizer Covid vaccine to heart inflammation - latest update and symptoms to spot  https://t.co/nGvloF4VzT  #COVID #CovidVaccine #Pfizer #Covid19UK #Covid19 #Covid_19 #UK #eu inflammation,pfizer,update,heart,links,covid,eu,uk,vaccine,spot,cdc,symptoms,latest']"
2021-06-25 7:46:52,1408330841592303616,SARS-CoV-2 infection pathogenesis is related to oxidative stress as a response to aggression' https://t.co/mb66AWkpuH  #CovidVaccine #Covid   'Oxidative Stress and Endometriosis https://t.co/qyxIzioFre  'Are Covid vaccines causing period problems? https://t.co/gEvzUr6cV1,TRUE,CovidVaccine,Twitter for Android,463244647,Elizabeth Maiden,Fair_Maiden7,"Yorkshire, England",NONE,"Realistic idealist, frustrated with politics, religion and liars in general. “Very Voluntarily Persona Non Grata” Very into facts. INFP.",None,False,474,255,2,2012-01-13 22:03:12,4931,None,False,False,10250,None,NONE,False,False,None,None,None,None,False,0,0,twitter.com/anyuser/status/1408330841592303616,"[""SARS-CoV-2 infection pathogenesis is related to oxidative stress as a response to aggression' https://t.co/mb66AWkpuH  #CovidVaccine #Covid   'Oxidative Stress and Endometriosis https://t.co/qyxIzioFre  'Are Covid vaccines causing period problems? https://t.co/gEvzUr6cV1 pathogenesis,oxidative,infection,causing,response,problems,related,covid,stress,vaccines,sarscov,period""]"
2021-06-24 17:56:36,1408121895027830786,"There are other side effects  following #COVID-19 vaccines are #fatigue, a #fever, #headaches, body aches, chills, #nausea, #diarrhea, and pain at the site of injection, according to the World Health OrganizationTrusted Source. https://t.co/amz1Py2lDg",TRUE,COVID,Twitter Web App,110838368,Adino Adonai,Adinoadonai,los angeles,NONE,"artist, musician,counselor, humanitarian, philosopher, priest (not Joel Osteen)
 A servant of humanity!",https://t.co/7VEEuqfE4K,False,381,142,23,2010-02-02 23:14:01,423,None,True,False,42099,None,NONE,False,False,None,None,None,None,True,0,0,twitter.com/anyuser/status/1408121895027830786,"['There are other side effects  following #COVID-19 vaccines are #fatigue, a #fever, #headaches, body aches, chills, #nausea, #diarrhea, and pain at the site of injection, according to the World Health OrganizationTrusted Source. https://t.co/amz1Py2lDg fatigue,effects,body,aches,side,pain,headaches,source,diarrhea,fever,injection,according,world,following,chills,health,site,vaccines,nausea']"
2021-06-24 17:43:28,1408118591883341826,She says one death could occur out of 1 million people who are not vaccinated! And mild side effects shouldn't stop that!   1 million shots given to persons with unknown heart issues will be higher than that! Enough isnt known at this point how #Covid effect the ❤️ heart! https://t.co/IPZeALk7u7,FALSE,Covid,Twitter Web App,110838368,Adino Adonai,Adinoadonai,los angeles,NONE,"artist, musician,counselor, humanitarian, philosopher, priest (not Joel Osteen)
 A servant of humanity!",https://t.co/7VEEuqfE4K,False,381,142,23,2010-02-02 23:14:01,423,None,True,False,42099,None,NONE,False,False,None,None,None,None,True,0,0,twitter.com/anyuser/status/1408118591883341826,"[""She says one death could occur out of 1 million people who are not vaccinated! And mild side effects shouldn't stop that!   1 million shots given to persons with unknown heart issues will be higher than that! Enough isnt known at this point how #Covid effect the ❤️ heart! https://t.co/IPZeALk7u7 enough,effects,occur,side,stop,persons,higher,could,million,heart,effect,given,known,shots,covid,people,mild,death,vaccinated,unknown,point,issues,says,one""]"
2021-06-24 14:38:53,1408072139672997892,"But I was told, I was a conspiracy theorist, for even mentioning this treatment? Why would this effective treatment not be used?  instead they injected the population with a jab that’s new and no one knows the long term side effects 🤷🏻‍♀️  Nothing makes sense!! #Covid https://t.co/0uqgnLGirm",TRUE,Covid,Twitter for iPad,53013955,Sarah A 🌸,sarahandrews77,worcestershire UK,NONE,#OriginalBrexiteer🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🇮🇪🇬🇧 #SilentMajority. #DefundTheBBC #ReformNHS #VaccineRefusenik #freethinker,None,False,6425,6419,29,2009-07-02 8:56:59,43294,None,True,False,14913,None,NONE,False,False,None,None,None,None,True,1,2,twitter.com/anyuser/status/1408072139672997892,"['But I was told, I was a conspiracy theorist, for even mentioning this treatment? Why would this effective treatment not be used?  instead they injected the population with a jab that’s new and no one knows the long term side effects 🤷🏻\u200d♀️  Nothing makes sense!! #Covid https://t.co/0uqgnLGirm long,used,effects,side,conspiracy,jab,instead,nothing,even,treatment,would,term,covid,injected,knows,makes,new,sense,population,effective,told,one']"
2021-06-24 13:06:57,1408049002042494989,I just wanted to say 30% of the people I know have had horrible side effects from the #vaccine I only know 2 people who have got #covid so I know more people affected by the #vaccine then #covid,MISC,vaccine,Twitter for iPhone,2281406539,Andy Harris,AndyHar36971693,Omaha NE,NONE,realtor & Husband,None,False,32,110,0,2014-01-08 1:31:58,1614,None,False,False,740,None,NONE,False,False,None,None,None,None,False,0,0,twitter.com/anyuser/status/1408049002042494989,"['I just wanted to say 30% of the people I know have had horrible side effects from the #vaccine I only know 2 people who have got #covid so I know more people affected by the #vaccine then #covid effects,wanted,side,know,affected,say,covid,people,vaccine,got']"
2021-06-24 10:44:58,1408013272327000068,"🚨 Car insurance might be void if you have an accident caused by the side effects of a coronavirus vaccine, lawyers warn. 👇  https://t.co/pNqBfdrKVQ #Covid #Covid19 #Coronavirus #Lockdown #Vaccine #Insurance #uk",MISC,Covid,Twitter Web App,266067803,Infinite Idiocracy,Infinite_Ennui,,NONE,Ego Odi Hypocrisis,None,False,998,987,15,2011-03-14 16:00:42,190147,None,False,False,81111,None,NONE,False,False,None,None,None,None,False,0,0,twitter.com/anyuser/status/1408013272327000068,"['🚨 Car insurance might be void if you have an accident caused by the side effects of a coronavirus vaccine, lawyers warn. 👇  https://t.co/pNqBfdrKVQ #Covid #Covid19 #Coronavirus #Lockdown #Vaccine #Insurance #uk effects,void,side,warn,insurance,lawyers,accident,lockdown,caused,car,coronavirus,covid,might,uk,vaccine']"
2021-06-24 10:02:34,1408002603296903169,"(YouGov):What side effects of the #COVID-19 vaccine have #Britons experienced? : Four in ten vaccine recipients report no side effects at all As the coronavirus vaccination programme continues apace, a YouGov survey conducted on .. #TrendsSpy https://t.co/glsSI5e1TT https://t.co/5qzF4iPGXu",FALSE,COVID,Newsoneplace To Twitter,3534222021,NewsOnePlace.com,newsoneplace,,NONE,"https://t.co/WWMmIkl7DB is a news aggregator, it gathers news from different sources around the UK and the world, 24/7 automatically. All news in one place. #TrendsSpy",https://t.co/ojosfP11T7,False,790,136,1504,2015-09-03 13:15:22,12,None,False,False,1450360,None,NONE,False,False,None,None,None,None,False,0,0,twitter.com/anyuser/status/1408002603296903169,"['(YouGov):What side effects of the #COVID-19 vaccine have #Britons experienced? : Four in ten vaccine recipients report no side effects at all As the coronavirus vaccination programme continues apace, a YouGov survey conducted on .. #TrendsSpy https://t.co/glsSI5e1TT https://t.co/5qzF4iPGXu yougov,effects,four,side,conducted,recipients,continues,coronavirus,experienced,vaccination,vaccine,programme,report,ten,survey']"
2021-06-24 2:58:32,1407895891512594436,The W.H.O. Is recommending NOT to vaccinate children and Young People! The Risk are Too HIGH &amp; side effects unknown! Facebook censoring! ☠️☠️☠️ Wake up People!   #Covid #ChinaVirus #CCPVirus #Vaccine #Vax #Jab #ExperimentalDrug #WHO 💀💀👇👇👇 https://t.co/GOybYwRxYv,TRUE,Covid,Twitter for iPad,1348454753592864768,RRowe,RRowe74038797,"Texas, USA",NONE,"Flightsim enthusiasts, Digital Combat Simulator, Private Pilot, Proud Disabled USCG veteran, conservative, Christian!",None,False,76,351,0,2021-01-11 2:20:54,7522,None,False,False,3492,None,NONE,False,False,None,None,None,None,False,1,3,twitter.com/anyuser/status/1407895891512594436,"['The W.H.O. Is recommending NOT to vaccinate children and Young People! The Risk are Too HIGH &amp; side effects unknown! Facebook censoring! ☠️☠️☠️ Wake up People!   #Covid #ChinaVirus #CCPVirus #Vaccine #Vax #Jab #ExperimentalDrug #WHO 💀💀👇👇👇 https://t.co/GOybYwRxYv risk,effects,side,jab,facebook,recommending,w,children,young,wake,covid,people,vax,unknown,h,vaccine,vaccinate,high']"
2021-06-25 17:36:22,1408479194531565574,"TMC MP #MimiChakraborty  and more than 250 others had taken a #Covid-19 vaccine at the fake vaccination centre run by Debanjan Dev, who identified himself as an IAS officer. He was arrested. @mimichakraborty #fakevaccinationcamp  https://t.co/BYLQqhmSrz via @utkaltoday",TRUE,MimiChakraborty,Twitter for Android,1250034659766853633,Utkal Today,utkaltoday,"Bhubaneshwar, India",NONE,"New age media company focusing on social issues, politics, culture, international relations, Science etc.",https://t.co/8ugSGat0jb,False,64,207,0,2020-04-14 12:14:32,56,None,False,False,4142,None,NONE,False,False,None,None,None,None,False,0,0,twitter.com/anyuser/status/1408479194531565574,"['TMC MP #MimiChakraborty  and more than 250 others had taken a #Covid-19 vaccine at the fake vaccination centre run by Debanjan Dev, who identified himself as an IAS officer. He was arrested. @mimichakraborty #fakevaccinationcamp  https://t.co/BYLQqhmSrz via @utkaltoday via,centre,others,fake,identified,taken,vaccination,arrested,vaccine,run,officer']"
2021-06-25 8:01:06,1408334423292973059,The Bombay High Court on Thursday directed both the state and the BMC to file affidavits to state the new policy guidelines to ensure there is no repeat of the fake vaccination camps that occurred in  #covid #vaccine #health https://t.co/M3nflNTk4H,TRUE,covid,Twitter for iPhone,1182310020706226176,NewsHamster,NewsHamster1,"Bengaluru, India",NONE,"Official handle of NewsHamster Latest updates and neutral news Brought to you by, freedom of speech and expression. RT doesn't equate to endorsement or like.",https://t.co/FPSFG5n1K4,False,167,388,1,2019-10-10 15:01:03,1059,None,False,False,2855,None,NONE,False,False,None,None,None,None,False,0,0,twitter.com/anyuser/status/1408334423292973059,"['The Bombay High Court on Thursday directed both the state and the BMC to file affidavits to state the new policy guidelines to ensure there is no repeat of the fake vaccination camps that occurred in  #covid #vaccine #health https://t.co/M3nflNTk4H occurred,fake,ensure,state,policy,court,covid,thursday,vaccination,directed,camps,vaccine,new,file,health,repeat,guidelines,high']"
