tweet_created_at,tweet_id_str,tweet_text,translation,link_to_tweet,hashtags,urls_in_text,user_id_str,user_screen_name,verified,tweet_is_quote_status,tweet_retweet_count,tweet_favorite_count,classification,context_information
6/16/21,1404964742624645154,"Думаю все уже слышали о вводе ограничений в мск и спб. Разве вам как и мне не надоели ограниченые меры? Так если надоели, то нужно идти вакцинировать, защитить своё здоровье и забыть об ограничениях.","I think everyone has already heard about the introduction of restrictions in Moscow time and St. Petersburg. Aren't you as tired of limited measures as I am? So if you are tired, then you need to go get vaccinated, protect your health and forget about restrictions.
 
 #ковид#ковид19#вакцина",https://twitter.com/androolgs/status/1404964742624645154?s=20,вакцина (vaccine),,,androolgs,,,,,Unverified,"0.19422597,0.15119183,0.15119183,0.15119183,0.14262898,0.10631566,
 0.        ,0.        ,0.        ,0.        "
6/22/21,1407352977443143681,"Выполнено! Привилась Спутником V. Я не доверяю Путину, но вакцину разрабатывал не он, а прекрасные российские учёные. Я уверена в них и знаю, что вакцинация — это единственная возможность обезопасить себя и своих близких, а также избавиться от бесконечной пандемии и ограничений.","Done! Has taken root by Sputnik V.
 
 I do not trust Putin, but it was not he who developed the vaccine, but excellent Russian scientists. I am confident in them and I know that vaccination is the only way to protect yourself and your loved ones, as well as get rid of the endless pandemic and restrictions.",https://twitter.com/irmachinsky/status/1407352977443143681?s=20,вакцина (vaccine),,,irmachinsky,,,,,Unverified,"0.21079093,0.1736668 ,0.1736668 ,0.1736668 ,0.14139449,0.12800027,
 0.11317335,0.09572796,0.        ,0.        "
6/24/21,1408035239465717762,"Вижу человек с автоматом в руке, так он собирался в меня стрелять, так как посчитал меня за зомби. Это и есть пропаганда смертельно-опасной вакцины.
 #СМИ #Новости #Вакцина #Человек #Автом #Рука #Вакцинация #Вакцины","I see a man with a submachine gun in his hand, so he was going to shoot me, because he counted me for a zombie. This is the propaganda of a deadly vaccine. #СМИ#Новости#Вакцина#Человек#Автом#Рука#Вакцинация#Вакцины",https://twitter.com/WorldMediaOf/status/1408035239465717762?s=20,вакцина (vaccine),,,WorldMediaOf,,,,,Misinformative,"0.27691065,0.17005679,0.1467676 ,0.13845533,0.11082082,0.        ,
 0.        ,0.        ,0.        ,0.        "
6/22/21,1407291518432460804,"А почему #вакцина двухкомпонентная? Первая убивает иммунитет, чтобы организм не отторгнул вторую ? Поэтому так много больных именно после первого укола? #Спутник_V #коронавирус","And why #вакцина two-component? The first one kills the immune system so that the body does not reject the second one? Is that why there are so many patients after the first injection?
 #Спутник_V#коронавирус",https://twitter.com/bromtula_/status/1407291518432460804?s=20,вакцина (vaccine),,,bromtula_,,,,,Misinformative,"0.21646746,0.21646746,0.17624155,0.13137047,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        "
,1407034685297922048,"Клинические испытания #СпутникV продлили на полгода.
 Т.е., массовая #вакцинация незаконна !","Clinical trials #СпутникV extended for six months. That is, mass #вакцинация illegal!",https://twitter.com/bromtula_/status/1407034685297922048,спутникV,,,,,,,,Misinformative,"0.25174009,0.22257976,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        "
,1406998846660661253,"#СпутникV #COVID19 
 Сегодня ты без антител, а завтра в НАТО захотел!","#СпутникV#COVID19
 Today you are without antibodies, but tomorrow you want to join NATO!",https://twitter.com/veraizmaylova41/status/1406998846660661253,спутникV,,,,,,,,Unverified,"0.,0.,0.,0.,0.,0.,0.,0.,0."
,1407762937964605443,"Третий день после вакцинации #спутникV от #covid_19 . С третьей рукой жить стало легче, две пятки - очень даже удобно, а присоски на пальцах не дают выронить телефон . Жена по чипу легко видит где я, теперь даже не звонит и не спрашивает - ты где ? В общем одни плюсы .","The third day after vaccination #спутникV from #covid_19 ... It became easier to live with the third hand, two heels are very convenient, and the suction cups on the fingers prevent the phone from dropping. The wife can easily see where I am from the chip, now she doesn't even call and ask - where are you? In general, there are some pluses.",https://twitter.com/zexep/status/1407762937964605443,спутникV,,,,,,,,Unverified,"0.28968454,0.26734234,0.26370702,0.14484227,0.14484227,0.13367117,
 0.10675529,0.07983941,0.        ,0.        "
,1406753970534686722,"Друзья, сделайте прививку. Это важно. #COVID19 #СпутникV","Friends, get vaccinated. It is important.#COVID19#СпутникV",https://twitter.com/Paulina50815489/status/1406753970534686722,спутникV,,,,,,,,Informative,"0.33437649,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        "
,1407585659905249280,"Сделала 1 этап прививки - если помру, то судьба 
 
 #спутникv","I did the 1st dose of vaccination - if I die, then fate
 
 #спутникv",https://twitter.com/I4VALSOL/status/1407585659905249280,спутникV,,,,,,,,Unverified,"0.,0.,0.,0.,0.,0.,0.,0."
,1405767372091183105,"Читаю Я новости и думаю, как вовремя, когда были ещё пустые коридоры и относительный штиль, успела я сделать прививку от все знают чего. 
 #спутникv","I read the news and think how in time, when there were still empty corridors and relative calm, I managed to get vaccinated against everyone knows what.
 #спутникv",https://twitter.com/has_n0_name/status/1405767372091183105,спутникV,,,,,,,,Unverified,"0.22664765,0.20916723,0.19560837,0.19560837,0.12493187,0.        ,
 0.        ,0.        ,0.        ,0.        "
2021-08-05 1:26:09,1423092933297938433,Я наконец-то получил 2-ю прививку от COVID-19))) Спасибо #SputnikV #СпутникV #スプートニクV #モスクワ,I finally got my 2nd COVID-19 vaccine))) Thank you #SputnikV # SputnikV # ス プ ー ト ニ ク V # モ ス ク ワ,https:\twitter.com\ShigenoTaisei\status\1423092933297938433,"SputnikV, СпутникV, スプートニクV, モスクワ",,1.1856253944201134e+18,ShigenoTaisei,False,False,0.0,0.0,Unverified,"0.26405188,0.24909714,0.16864562,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        "
2021-08-04 14:20:40,1422925457239035924,Одобрение #WHO где ? #СпутникV,#WHO approval where? #SatelliteV,https:\twitter.com\bromtula_\status\1422925457239035924,"WHO, СпутникV",https://t.co/Ex6ccmC0a8,1.2474508766645207e+18,bromtula_,False,True,1.0,1.0,Unverified,"0.49057661,0.        ,0.        ,0.        "
2021-08-04 8:35:50,1422838679077273602,Две))) #здоровье #ковид19 #спутникv #лето https://t.co/tAdIjLQO2l,Two))) # health # covid19 # satellitev # summer https://t.co/tAdIjLQO2l,https:\twitter.com\xmlVRCHgyl5wviP\status\1422838679077273602,"здоровье, ковид19, спутникv, лето",,1.0496772773347901e+18,xmlVRCHgyl5wviP,False,False,0.0,1.0,Unverified,"0.39483544,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        "
2021-08-03 8:58:48,1422482070056673280,"Вакцинировалась 2 компонентами спутника После 1 компонента небольшая температура 37 и ломота во всем теле После 2 компонента небольшая боль в руке, общее состояние прекрасное #вакцинация #спутникV","Was vaccinated with 2 components of the companion After 1 component a slight fever 37 and aches in the whole body After 2 components a little pain in the arm, the general condition is excellent # vaccination # companion V",https:\twitter.com\DORA68876155\status\1422482070056673280,"вакцинация, спутникV",,1.2687999185479066e+18,DORA68876155,False,False,0.0,0.0,Unverified,"0.12022408,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        "
2021-08-02 13:05:24,1422181742027345922,Ну все. Чипировался. #вакцинация #спутникV https://t.co/uTvTT8uXX4,All right. Chipped. #vaccination #satelliteV https://t.co/uTvTT8uXX4,https:\twitter.com\NexPonE\status\1422181742027345922,"вакцинация, спутникV",,280960864.0,NexPonE,False,False,0.0,8.0,Unverified,"0.36046886,0.2721817 ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        "
2021-08-01 19:14:23,1421912209295351810,"Тепепь всем ясно, что российские вакцины это яд или вам нужно ещё доказательства, сколько вас ещё должно умереть от этой отравы, чтобы вы поняли,что #вакцинация в России это убийство вас #СпутникV это оружие для вашей смерти. https://t.co/UzWQSK2jNe","Now it is clear to everyone that Russian vaccines are poison, or you need more proof of how many more of you have to die from this poison, so that you understand that # vaccination in Russia is killing you # SputnikV is a weapon for your death. https://t.co/UzWQSK2jNe",https:\twitter.com\GopotaKola\status\1421912209295351810,"вакцинация, СпутникV",,1.4210564254518354e+18,GopotaKola,False,False,0.0,0.0,Misinformative,"0.36229655,0.21865094,0.16445325,0.16445325,0.14832941,0.14832941,
 0.11463552,0.09666175,0.08176158,0.        "
2021-07-31 22:31:43,1421599485176819712,"Сок, минералка и охладить. Можно сказать что я отошла от первой порции #спутникV, тк убрала стол и даже покрасилась (наконец-то с марта дошли руки) #девичье #девочкизнают https://t.co/TB278XSmsL","Juice, mineral water and chill. You can say that I moved away from the first portion of #sputnikV, maybe I removed the table and even painted myself (finally, since March, my hands got around) #girlish #girls know https://t.co/TB278XSmsL",https:\twitter.com\ViLagarto\status\1421599485176819712,"спутникV, девичье, девочкизнают",,2837961879.0,ViLagarto,False,False,0.0,4.0,Unverified,"0.19570718,0.14424503,0.10787698,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        "
2021-07-31 15:28:27,1421492964665270279,"Новости ТУРИЗМА » Полный список стран, открытых для вакцинированных российских туристов -  ВСТУПАЙ в нашу ГРУППУ!!! Добро пожаловать на интернет-портал «ПУТЕШЕСТВУЙ!»  #новости #news #Россия #Russia #туризм #travel #открыто #можно #СпутникV https://t.co/2D5iMLecQf","TOURISM News »Full list of countries open to vaccinated Russian tourists - JOIN OUR GROUP !!! Welcome to the Internet portal ""TRAVEL!"" #news #news #Russia #Russia #tourism #travel #open #possible # SputnikV https://t.co/2D5iMLecQf",https:\twitter.com\puteshestvyiru1\status\1421492964665270279,"новости, news, Россия, Russia, туризм, travel, открыто, можно, СпутникV",https://t.co/AgEAKbd2xe,1.0809223629027082e+18,puteshestvyiru1,False,False,0.0,0.0,Informative,"0.13555548,0.1292764 ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        "
2021-07-31 13:25:12,1421461946524737539,"Первые партии российской вакцины от коронавируса «Спутник V» произведены в Узбекистане на мощностях предприятия Jurabek Laboratories. Об этом в субботу, 31 июля, сообщается на сайте «Спутника V». #СпутникV #Вакцина #Узбекистан #РусскаяВесна #RusNext https://t.co/CWmjlLJk2z","The first batches of the Russian Sputnik V coronavirus vaccine were produced in Uzbekistan at the facilities of Jurabek Laboratories. This was reported on Saturday, July 31, on the Sputnik V website. # SputnikV # Vaccine # Uzbekistan # RussianSpring #RusNext https://t.co/CWmjlLJk2z",https:\twitter.com\rusnextru\status\1421461946524737539,"СпутникV, Вакцина, Узбекистан, РусскаяВесна, RusNext",https://t.co/cwmHjsuvXn,2919658089.0,rusnextru,False,False,0.0,2.0,Informative,"0.26630118,0.18065459,0.18065459,0.09957975,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        "
2021-07-31 0:32:40,1421267535513665537,Минздрав Аргентины заявил о безопасности комбинации «Спутника V» с иностранными вакцинами #Аргентина #СпутникV #вакцина #исследование #новости #мир24,"The Ministry of Health of Argentina announced the safety of the combination of ""Sputnik V"" with foreign vaccines # Argentina # Sputnik V # vaccine # research # news # world24",https:\twitter.com\Mir24TV\status\1421267535513665537,"Аргентина, СпутникV, вакцина, исследование, новости, мир24",https://t.co/YIOsH84NwY,245307846.0,Mir24TV,False,False,2.0,1.0,Informative,"0.,0.,0.,0.,0.,0.,0.,0.,0.,0."
2021-07-30 20:12:25,1421202040886267904,"приходишь на вакцинацию в поликлинику,и там ВСЕГДА есть самый умный мужик,у которого запись в госуслугах на 16:37,поэтому он пойдёт вперёд всех.Чел,не трать нервы,иди в живую очередь из таких же записанных через госуслуги в перемешку с записанными через регистратуру🤡#спутникv","you come to the clinic for vaccination, and there is ALWAYS the smartest man who has a record in public services at 16: 37, so he will go ahead of everyone. via registration🤡 # satellitev",https:\twitter.com\_kremlin_bot_\status\1421202040886267904,спутникv,,2938215299.0,_kremlin_bot_,False,False,0.0,0.0,Unverified,"0.21598697,0.1624496 ,0.1624496 ,0.14652221,0.13522154,0.08892187,
 0.        ,0.        ,0.        ,0.        "
2021-07-30 9:11:48,1421035791468347397,Отправиться в Египет по турпутевке можно с 9 августа. Подробнее: #египет #россия #аэрофлот #пцр #тест #сертификат #ковид #спутник #спутникV #covid #health #хургада #шармэльшейх https://t.co/b8ugkiBKZr,You can go to Egypt on a tour from August 9. Read more: # Egypt # Russia # Aeroflot # PCR # Test # Certificate # Covid # Satellite # SatelliteV #covid #health # Hurghada # Sharmelsheikh https://t.co/b8ugkiBKZr,https:\twitter.com\alex_zemtsov\status\1421035791468347397,"египет, россия, аэрофлот, пцр, тест, сертификат, ковид, спутник, спутникV, covid, health, хургада, шармэльшейх",https://t.co/1DLg1ZJpxb,144478754.0,alex_zemtsov,False,False,0.0,0.0,Informative,"0.18479558,0.16302899,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        "
2021-07-29 10:57:10,1420699920051359744,ничего человеческого уже не осталось #5G #велик #спутникv #каеф #рептилоид https://t.co/ikfhPASqPk,nothing human is left # 5G # great # satellitev # kaef # reptilian https://t.co/ikfhPASqPk,https:\twitter.com\AndrewChalmaev\status\1420699920051359744,"5G, велик, спутникv, каеф, рептилоид",,8.837284924830106e+17,AndrewChalmaev,False,False,0.0,2.0,Misinformative,"0.25100823,0.17650495,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        "
2021-08-04 23:02:23,1423056751767687168,ВАКЦИНОблог #2 ДЕНЬ 2 Ощущения повышенной температуры нет. Опять же просто побаливает плечо Так что всё нормально #вакцина #вакцинация,"VACCINE blog # 2 DAY 2 No fever. Again, the shoulder just hurts so it's okay # vaccine # vaccination",https:\twitter.com\1Nigga1love\status\1423056751767687168,"вакцина, вакцинация",,1.2447415461692457e+18,1Nigga1love,False,False,0.0,0.0,Unverified,"0.22388443,0.19751367,0.17880331,0.15809162,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        "
2021-08-04 14:22:47,1422925989961732099,Новая российская вакцина от ковида Бетувакс-КоВ-2 будет показана детям и пожилым. #COVID19 #вакцина #прививки,The new Russian vaccine against covid Betuvax-CoV-2 will be shown to children and the elderly. # COVID19 # vaccine # vaccinations,https:\twitter.com\maritima77\status\1422925989961732099,"COVID19, вакцина, прививки",https://t.co/wMYOLzTB6N,1528219674.0,maritima77,False,False,0.0,0.0,Informative,"0.30338408,0.30338408,0.25253409,0.15083412,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        "
2021-08-04 12:59:50,1422905115338584065,"Звонили со школы и сказали, что отстранят от работы если до 23 августа не принесу сертификат или медотвод. Может это знак, что после 10 лет стажа пора бы сделать перерыв в педагогической деятельности?🤔 #вакцина #коронавирус","They called from the school and said that they would be suspended from work if I did not bring a certificate or a medical evacuation before August 23. Maybe this is a sign that after 10 years of experience, it's time to take a break from teaching? 🤔 # vaccine # coronavirus",https:\twitter.com\Amina_Sochi\status\1422905115338584065,"вакцина, коронавирус",,222083120.0,Amina_Sochi,False,False,0.0,9.0,Unverified,"0.25414835,0.1911518 ,0.1911518 ,0.1724103 ,0.15911299,0.15911299,
 0.14037148,0.10463292,0.09503536,0.        "
2021-08-04 12:24:48,1422896298152312838,В Новосибирскую область поступила крупная партия вакцины от COVID-19 #вакцина #ГамКОВИДВак,A large batch of COVID-19 vaccine arrives in the Novosibirsk Region # Vaccine # GamKOVIDVac,https:\twitter.com\Kontinent_Sibir\status\1422896298152312838,"вакцина, ГамКОВИДВак",https://t.co/iZ0P5Wez6o,1339461158.0,Kontinent_Sibir,False,False,0.0,0.0,Informative,"0.27566892,0.26005624,0.17606524,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        "
2021-08-04 10:00:03,1422859872857739266,Ирина Харичева: «Вакцинация – самое эффективное оружие против коронавирусной инфекции» #смоленск #коронавирус #вакцина https://t.co/Z6sb648md4,"Irina Kharicheva: ""Vaccination is the most effective weapon against coronavirus infection"" # Smolensk # coronavirus # vaccine https://t.co/Z6sb648md4",https:\twitter.com\Smolgazeta\status\1422859872857739266,"смоленск, коронавирус, вакцина",https://t.co/DVe9Vo7LdR,171215563.0,Smolgazeta,False,False,0.0,0.0,Informative,"0.17448788,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        "
2021-08-04 9:20:19,1422849874157051910,В УКРАИНУ ИЗ ДАНИИ ПРИБЫЛИ 509 400 ДОЗ ВАКЦИНЫ «ASTRAZENECA» Читать: #Украина #Дания #вакцина #AstraZeneca https://t.co/eEh95PJ9SC,"509 400 DOSES OF ""ASTRAZENECA"" VACCINE ARRIVED IN UKRAINE FROM DENMARK Read: # Ukraine # Denmark # #AstraZeneca vaccine https://t.co/eEh95PJ9SC",https:\twitter.com\TT_TTINFO\status\1422849874157051910,"Украина, Дания, вакцина, AstraZeneca",https://t.co/8kqruMKg86,3238815243.0,TT_TTINFO,False,False,0.0,0.0,Informative,"0.22738428,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        "
2021-08-04 7:43:04,1422825398526648323,"#Новости #COVID19 #Байден #вакцина #США США поделились с миром 110 миллионами доз вакцины от COVID-19, — Байден: США уже отправили за границу 110 миллионов доз вакцины от коронавируса. Об этом заявил президент США Джо Байден. Таким образом страна и сам… https://t.co/NIuyDCcAh7","# News # COVID19 # Biden # vaccine # USA The USA has shared 110 million doses of COVID-19 vaccine with the world - Biden: The USA has already sent 110 million doses of coronavirus vaccine abroad. This was stated by US President Joe Biden. Thus, the country itself ... https://t.co/NIuyDCcAh7",https:\twitter.com\antiraid\status\1422825398526648323,"Новости, COVID19, Байден, вакцина, США",https://t.co/oy6EJP2dkD,22249773.0,antiraid,False,False,0.0,0.0,Informative,"0.53860795,0.13389044,0.12145001,0.12145001,0.12145001,0.1048175 ,
 0.1048175 ,0.09888109,0.        ,0.        "
2021-08-04 6:45:01,1422810791422611456,"Глава Еврокомиссии заявила, что ситуация с российским «Спутником V» «вызывает вопросы» #коронавирус #вакцина #Спутник","The head of the European Commission said that the situation with the Russian ""Sputnik V"" ""raises questions"" # coronavirus # vaccine # Sputnik",https:\twitter.com\rosbaltru\status\1422810791422611456,"коронавирус, вакцина, Спутник",https://t.co/L1hdEeyKkK,57384343.0,rosbaltru,False,False,2.0,4.0,Informative,"0.32403614,0.32403614,0.32403614,0.21541322,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        "
2021-08-03 13:53:27,1422556221400305666,"Пхахаха))) Сегодня на работе тем, кто укололся, дали по 1 тысяче рублей). Некоторые уколотые теперь будут ходить с ещё более высоко поднятой головой) #COVID19 #ковид #вакцина #прививка","Phahaha))) Today, at work, those who injected themselves were given 1 thousand rubles each). Some of the injected patients will now walk with their heads even higher) # COVID19 # covid # vaccine # vaccination",https:\twitter.com\MaxMirzaew\status\1422556221400305666,"COVID19, ковид, вакцина, прививка",,540129197.0,MaxMirzaew,False,False,0.0,1.0,Unverified,"0.21605835,0.21605835,0.17984497,0.17984497,0.14363158,0.        ,
 0.        ,0.        ,0.        ,0.        "
2021-08-03 13:34:24,1422551425473732614,В Сочи для туристов открыто уже четыре пункта вакцинации #Новости #Сочи #SochiNews #sochinewsio #здоровье #вСочи #вакцина #коронавирус #COVID19 https://t.co/15I2gcYmmA,Four vaccination points have already been opened for tourists in Sochi # News # Sochi #SochiNews #sochinewsio # health # in Sochi # vaccine # coronavirus # COVID19 https://t.co/15I2gcYmmA,https:\twitter.com\SochiNewsIO\status\1422551425473732614,"Новости, Сочи, SochiNews, sochinewsio, здоровье, вСочи, вакцина, коронавирус, COVID19",https://t.co/RzGiEktjZ4,9.670205192027054e+17,SochiNewsIO,False,False,0.0,0.0,Informative,"0.22337372,0.1927828 ,0.17263308,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        "
2021-08-03 12:50:53,1422540476041793536,#LentaKTK - Полиция жалған вакцина паспортын сатып алған 200 адамды іздестіріп жатыр #карантин #коронавирус #вакцина,#LentaKTK - Police are looking for 200 people who bought fake vaccine passports #quarantine #coronavirus #vaccine,https:\twitter.com\KTKnewsKAZ\status\1422540476041793536,"LentaKTK, карантин, коронавирус, вакцина",https://t.co/O3xiaaC5vv,185959953.0,KTKnewsKAZ,False,False,0.0,0.0,Informative,"0.,0.,0.,0.,0.,0.,0.,0.,0.,0."
2021-08-03 9:22:20,1422487990794850308,Я moderнизировался😂 #вакцина #moderna,I upgraded😂 # vaccine #moderna,https:\twitter.com\iamforthelaw\status\1422487990794850308,"вакцина, moderna",,2334182871.0,iamforthelaw,False,False,1.0,1.0,Unverified,"0.,0.,0."
